name,rating,genre,year,score,director,budget,gross,company,time
A Man in Love,R,Drama,1987,5.9,Diane Kurys,35633551.262477234,949451.0,Alexandre Films,1980's
Disorderlies,PG,Comedy,1987,5.0,Michael Schultz,35633551.262477234,10348437.0,Warner Bros.,1980's
Anguish,R,Horror,1987,6.7,Bigas Luna,35633551.262477234,78599553.90186103,Luna Films,1980's
September,PG,Drama,1987,6.5,Woody Allen,10000000.0,486434.0,Jack Rollins & Charles H. Joffe Productions,1980's
Oci ciornie,R,Comedy,1987,7.4,Nikita Mikhalkov,35633551.262477234,2201428.0,Excelsior Film-TV,1980's
Burglar,R,Comedy,1987,5.2,Hugh Wilson,35633551.262477234,16337355.0,Nelvana,1980's
The Kindred,R,Horror,1987,5.6,Stephen Carpenter,35633551.262477234,2407024.0,Kindred Limited Partnership,1980's
Julia and Julia,R,Drama,1987,5.6,Peter Del Monte,35633551.262477234,901364.0,RAI Radiotelevisione Italiana,1980's
Russkies,PG,Drama,1987,5.6,Rick Rosenthal,35633551.262477234,2189047.0,New Century Entertainment Corporation,1980's
"Sister, Sister",R,Drama,1987,5.4,Bill Condon,4000000.0,743445.0,New World Entertainment Films,1980's
From the Hip,PG,Comedy,1987,6.2,Bob Clark,35633551.262477234,9518342.0,De Laurentiis Entertainment Group (DEG),1980's
Death Before Dishonor,R,Action,1987,4.9,Terry Leonard,35633551.262477234,4546244.0,Balcor Film Investors,1980's
Cold Steel,R,Action,1987,4.5,Dorothy Ann Puzo,35633551.262477234,285885.0,Cinetel Films,1980's
Million Dollar Mystery,PG,Comedy,1987,5.1,Richard Fleischer,10000000.0,989033.0,De Laurentiis Entertainment Group (DEG),1980's
The Glass Menagerie,PG,Drama,1987,7.1,Paul Newman,35633551.262477234,895904.0,Cineplex Odeon Films,1980's
Anna,PG-13,Drama,1987,6.5,Yurek Bogayevicz,35633551.262477234,1236848.0,Magnus Films,1980's
Die Hard,R,Action,1988,8.2,John McTiernan,28000000.0,141603197.0,Twentieth Century Fox,1980's
Midnight Run,R,Action,1988,7.5,Martin Brest,30000000.0,81613606.0,Universal Pictures,1980's
Beetlejuice,PG,Comedy,1988,7.5,Tim Burton,15000000.0,74270074.0,The Geffen Company,1980's
Big,PG,Comedy,1988,7.3,Penny Marshall,18000000.0,151927281.0,American Entertainment Partners II L.P.,1980's
Rain Man,R,Drama,1988,8.0,Barry Levinson,25000000.0,354825435.0,United Artists,1980's
Running on Empty,PG-13,Crime,1988,7.7,Sidney Lumet,7000000.0,2847941.0,Double Play,1980's
They Live,R,Action,1988,7.3,John Carpenter,4000000.0,13008928.0,Alive Films,1980's
Willow,PG,Action,1988,7.3,Ron Howard,35000000.0,57269863.0,Metro-Goldwyn-Mayer (MGM),1980's
Crocodile Dundee II,PG,Action,1988,5.6,John Cornell,14000000.0,239606210.0,Paramount Pictures,1980's
Heathers,R,Comedy,1988,7.2,Michael Lehmann,3000000.0,1163969.0,New World Pictures,1980's
Coming to America,R,Comedy,1988,7.1,John Landis,39000000.0,288752301.0,Paramount Pictures,1980's
Who Framed Roger Rabbit,PG,Animation,1988,7.7,Robert Zemeckis,70000000.0,329803958.0,Touchstone Pictures,1980's
Mystic Pizza,R,Comedy,1988,6.3,Donald Petrie,6000000.0,12793213.0,Night Life Inc.,1980's
Akira,R,Animation,1988,8.0,Katsuhiro Ôtomo,35633551.262477234,2562351.0,Akira Committee Company Ltd.,1980's
Cinema Paradiso,PG,Drama,1988,8.5,Giuseppe Tornatore,5000000.0,13019063.0,Cristaldifilm,1980's
Mississippi Burning,R,Crime,1988,7.8,Alan Parker,15000000.0,34603943.0,Orion Pictures,1980's
Child's Play,R,Fantasy,1988,6.6,Tom Holland,9000000.0,44196684.0,United Artists,1980's
Twins,PG,Comedy,1988,6.1,Ivan Reitman,15000000.0,216614388.0,Universal Pictures,1980's
The Naked Gun: from the Files of Police Squad!,PG-13,Comedy,1988,7.6,David Zucker,12000000.0,78756177.0,Paramount Pictures,1980's
The Great Outdoors,PG,Comedy,1988,6.6,Howard Deutch,24000000.0,43455230.0,Universal Pictures,1980's
Cocktail,R,Comedy,1988,5.9,Roger Donaldson,20000000.0,171504781.0,Touchstone Pictures,1980's
My Neighbor Totoro,G,Animation,1988,8.2,Hayao Miyazaki,3700000.0,30550920.0,Tokuma Japan Communications,1980's
Young Guns,R,Action,1988,6.9,Christopher Cain,13000000.0,45661556.0,Morgan Creek Entertainment,1980's
A Fish Called Wanda,R,Comedy,1988,7.5,Charles Crichton,7500000.0,62493712.0,Metro-Goldwyn-Mayer (MGM),1980's
Working Girl,R,Comedy,1988,6.8,Mike Nichols,28000000.0,102953112.0,Twentieth Century Fox,1980's
Bloodsport,R,Action,1988,6.8,Newt Arnold,1100000.0,11806119.0,Cannon International,1980's
The Last Temptation of Christ,R,Drama,1988,7.5,Martin Scorsese,7000000.0,8865702.0,Universal Pictures,1980's
Married to the Mob,R,Comedy,1988,6.2,Jonathan Demme,10000000.0,21486757.0,Orion Pictures,1980's
The Land Before Time,G,Animation,1988,7.4,Don Bluth,12500000.0,84460846.0,Lucasfilm,1980's
Rambo III,R,Action,1988,5.8,Peter MacDonald,63000000.0,189015611.0,Carolco Pictures,1980's
The Accused,R,Crime,1988,7.2,Jonathan Kaplan,13000000.0,32078318.0,Paramount Pictures,1980's
Dangerous Liaisons,R,Drama,1988,7.6,Stephen Frears,14000000.0,34670720.0,Lorimar Film Entertainment,1980's
Earth Girls Are Easy,PG,Comedy,1988,5.4,Julien Temple,10000000.0,3916303.0,De Laurentiis Entertainment Group (DEG),1980's
Hairspray,PG,Comedy,1988,7.0,John Waters,2000000.0,6673032.0,New Line Cinema,1980's
Dead Ringers,R,Drama,1988,7.3,David Cronenberg,13000000.0,8038508.0,Morgan Creek Entertainment,1980's
Bull Durham,R,Comedy,1988,7.1,Ron Shelton,7000000.0,50888729.0,The Mount Company,1980's
The Big Blue,PG,Adventure,1988,7.6,Luc Besson,35633551.262477234,3975244.0,Gaumont,1980's
The Unbearable Lightness of Being,R,Drama,1988,7.3,Philip Kaufman,17000000.0,10006806.0,The Saul Zaentz Company,1980's
The Blob,R,Horror,1988,6.5,Chuck Russell,19000000.0,8247943.0,TriStar Pictures,1980's
Oliver & Company,G,Animation,1988,6.7,George Scribner,31000000.0,74151346.0,Walt Disney Animation Studios,1980's
Two Moon Junction,R,Drama,1988,5.1,Zalman King,35633551.262477234,1547397.0,DDM Film Corporation,1980's
Beaches,PG-13,Comedy,1988,6.9,Garry Marshall,20000000.0,57041866.0,All Girl Productions,1980's
Red Heat,R,Action,1988,6.1,Walter Hill,29000000.0,34994648.0,Carolco Pictures,1980's
A Nightmare on Elm Street 4: The Dream Master,R,Horror,1988,5.7,Renny Harlin,13000000.0,49369899.0,New Line Cinema,1980's
The Accidental Tourist,PG,Drama,1988,6.8,Lawrence Kasdan,35633551.262477234,32632093.0,Warner Bros.,1980's
The Adventures of Baron Munchausen,PG,Adventure,1988,7.2,Terry Gilliam,46630000.0,8083123.0,Prominent Features,1980's
Killer Klowns from Outer Space,PG-13,Comedy,1988,6.2,Stephen Chiodo,2000000.0,78599553.90186103,Sarlui / Diamant,1980's
Halloween 4: The Return of Michael Myers,R,Horror,1988,5.9,Dwight H. Little,5000000.0,17768757.0,Trancas International Films,1980's
Elvira: Mistress of the Dark,PG-13,Comedy,1988,6.6,James Signorelli,7500000.0,5596267.0,NBC Productions,1980's
Mac and Me,PG,Adventure,1988,3.4,Stewart Raffill,13000000.0,6424112.0,Mac and Me Joint Venture,1980's
Above the Law,R,Action,1988,6.0,Andrew Davis,7500000.0,18869631.0,Warner Bros.,1980's
Scrooged,PG-13,Comedy,1988,7.0,Richard Donner,32000000.0,60329001.0,Paramount Pictures,1980's
The Dead Pool,R,Action,1988,6.3,Buddy Van Horn,31000000.0,37903295.0,Warner Bros.,1980's
I'm Gonna Git You Sucka,R,Action,1988,6.6,Keenen Ivory Wayans,3000000.0,13030057.0,Front Films,1980's
Pumpkinhead,R,Fantasy,1988,6.2,Stan Winston,3500000.0,4385516.0,De Laurentiis Entertainment Group (DEG),1980's
Dirty Rotten Scoundrels,PG,Comedy,1988,7.4,Frank Oz,35633551.262477234,42039085.0,Orion Pictures,1980's
Friday the 13th Part VII: the New Blood,R,Horror,1988,5.3,John Carl Buechler,2800000.0,19170001.0,Paramount Pictures,1980's
License to Drive,PG-13,Comedy,1988,6.3,Greg Beeman,8000000.0,22433275.0,Twentieth Century Fox,1980's
Hellbound: Hellraiser II,R,Horror,1988,6.5,Tony Randel,3000000.0,12090735.0,New World Pictures,1980's
Frantic,R,Crime,1988,6.9,Roman Polanski,20000000.0,17637950.0,Warner Bros.,1980's
Colors,R,Action,1988,6.7,Dennis Hopper,6000000.0,46616067.0,Orion Pictures,1980's
My Stepmother Is an Alien,PG-13,Comedy,1988,5.4,Richard Benjamin,20000000.0,13854000.0,Weintraub Entertainment Group,1980's
A Cry in the Dark,PG-13,Biography,1988,6.9,Fred Schepisi,15000000.0,6908797.0,Cannon Entertainment,1980's
The Lair of the White Worm,R,Comedy,1988,5.9,Ken Russell,2500000.0,1189315.0,White Lair,1980's
High Spirits,PG-13,Comedy,1988,5.8,Neil Jordan,17000000.0,8578231.0,Vision PDG,1980's
Vampire's Kiss,R,Comedy,1988,6.0,Robert Bierman,2000000.0,725131.0,Hemdale,1980's
Return of the Living Dead II,R,Comedy,1988,5.8,Ken Wiederhorn,6200000.0,9205924.0,Lorimar Motion Pictures,1980's
The New Adventures of Pippi Longstocking,G,Adventure,1988,5.9,Ken Annakin,5000000.0,3569939.0,Columbia Pictures,1980's
Eight Men Out,PG,Drama,1988,7.2,John Sayles,6000000.0,5680515.0,Orion Pictures,1980's
Stand and Deliver,PG,Biography,1988,7.3,Ramón Menéndez,35633551.262477234,13994920.0,American Playhouse,1980's
Maniac Cop,R,Action,1988,6.0,William Lustig,1100000.0,671382.0,Shapiro-Glickenhaus Entertainment,1980's
Women on the Verge of a Nervous Breakdown,R,Comedy,1988,7.6,Pedro Almodóvar,700000.0,7263129.0,Laurenfilm,1980's
She's Having a Baby,PG-13,Comedy,1988,5.9,John Hughes,20000000.0,16031707.0,Paramount Pictures,1980's
Police Academy 5: Assignment: Miami Beach,PG,Comedy,1988,4.6,Alan Myerson,35633551.262477234,19510371.0,Warner Bros.,1980's
Tequila Sunrise,R,Crime,1988,6.1,Robert Towne,23000000.0,41292551.0,Cinema City Films,1980's
Night of the Demons,R,Comedy,1988,6.2,Kevin Tenney,1200000.0,3109904.0,Blue Rider Pictures,1980's
Biloxi Blues,PG-13,Comedy,1988,6.6,Mike Nichols,20000000.0,51684798.0,Rastar Pictures,1980's
Shag,PG,Comedy,1988,6.4,Zelda Barron,5000000.0,6957975.0,Palace Pictures,1980's
Cocoon: the Return,PG,Adventure,1988,5.4,Daniel Petrie,17500000.0,25024919.0,Zanuck/Brown Productions,1980's
Poltergeist III,PG,Horror,1988,4.7,Gary Sherman,10500000.0,14114488.0,Metro-Goldwyn-Mayer (MGM),1980's
Waxwork,R,Comedy,1988,6.2,Anthony Hickox,3000000.0,808114.0,Palla,1980's
Funny Farm,PG,Comedy,1988,6.2,George Roy Hill,19000000.0,25537221.0,Cornelius Productions,1980's
As Tears Go By,Not Rated,Crime,1988,7.0,Kar-Wai Wong,35633551.262477234,13133.0,In-Gear Film Production,1980's
Fright Night Part 2,R,Comedy,1988,5.9,Tommy Lee Wallace,7500000.0,2983784.0,Vista Organization,1980's
Caddyshack II,PG,Comedy,1988,3.8,Allan Arkush,20000000.0,11798302.0,The Guber-Peters Company,1980's
School Daze,R,Comedy,1988,6.0,Spike Lee,6500000.0,14545844.0,Columbia Pictures,1980's
Johnny Be Good,R,Comedy,1988,4.6,Bud S. Smith,22000000.0,17550399.0,Zacharias-Buhai Productions,1980's
Taffin,R,Action,1988,5.5,Francis Megahy,35633551.262477234,159969.0,United British Artists (UBA),1980's
Short Circuit 2,PG,Comedy,1988,5.7,Kenneth Johnson,15000000.0,21630088.0,TriStar Pictures,1980's
The Serpent and the Rainbow,R,Fantasy,1988,6.5,Wes Craven,7000000.0,19595031.0,Universal Pictures,1980's
A Night in the Life of Jimmy Reardon,R,Comedy,1988,5.5,William Richert,35633551.262477234,6264058.0,Island Pictures,1980's
The Presidio,R,Action,1988,6.0,Peter Hyams,35633551.262477234,20324096.0,Paramount Pictures,1980's
Big Business,PG,Comedy,1988,6.4,Jim Abrahams,35633551.262477234,40150487.0,Touchstone Pictures,1980's
Monkey Shines,R,Drama,1988,6.2,George A. Romero,7000000.0,5344577.0,Orion Pictures,1980's
The Seventh Sign,R,Drama,1988,5.9,Carl Schultz,35633551.262477234,18875011.0,TriStar Pictures,1980's
Time of the Gypsies,R,Comedy,1988,8.2,Emir Kusturica,35633551.262477234,78599553.90186103,Forum Sarajevo,1980's
Masquerade,R,Drama,1988,6.1,Bob Swaim,12000000.0,15855828.0,Metro-Goldwyn-Mayer (MGM),1980's
Phantasm II,R,Action,1988,6.5,Don Coscarelli,3000000.0,7282851.0,Spacegate Productions,1980's
Tucker: The Man and His Dream,PG,Biography,1988,6.9,Francis Ford Coppola,23000000.0,19652638.0,Lucasfilm,1980's
Action Jackson,R,Action,1988,5.4,Craig R. Baxley,7000000.0,20256975.0,Lorimar Film Entertainment,1980's
"Bright Lights, Big City",R,Drama,1988,5.7,James Bridges,25000000.0,16118077.0,United Artists,1980's
Shoot to Kill,R,Action,1988,6.8,Roger Spottiswoode,15000000.0,29300090.0,Touchstone Pictures,1980's
The Beast of War,R,Adventure,1988,7.3,Kevin Reynolds,8000000.0,161004.0,A&M Films,1980's
Lady in White,PG-13,Fantasy,1988,6.7,Frank LaLoggia,4700000.0,1705139.0,New Sky Communications Inc.,1980's
Gorillas in the Mist,PG-13,Biography,1988,7.0,Michael Apted,22000000.0,61149479.0,Universal Pictures,1980's
Alien Nation,R,Action,1988,6.3,Graham Baker,16000000.0,32155047.0,American Entertainment Partners II L.P.,1980's
Betrayed,R,Crime,1988,6.3,Costa-Gavras,19000000.0,25816139.0,United Artists,1980's
Miracle Mile,R,Action,1988,7.0,Steve De Jarnatt,3700000.0,1145404.0,Hemdale,1980's
Buster,R,Comedy,1988,5.9,David Green,35633551.262477234,540000.0,The Movie Group,1980's
Big Top Pee-wee,PG,Adventure,1988,5.1,Randal Kleiser,35633551.262477234,15122324.0,Paramount Pictures,1980's
For Keeps?,PG-13,Comedy,1988,5.9,John G. Avildsen,35633551.262477234,17514553.0,TriStar Pictures,1980's
Appointment with Death,PG,Crime,1988,6.2,Michael Winner,6000000.0,960040.0,Golan-Globus Productions,1980's
Some Girls,R,Comedy,1988,5.8,Michael Hoffman,35633551.262477234,401421.0,Metro-Goldwyn-Mayer (MGM),1980's
Critters 2,PG-13,Comedy,1988,5.5,Mick Garris,4500000.0,3813293.0,New Line Cinema,1980's
Dead Heat,R,Action,1988,6.0,Mark Goldblatt,5000000.0,3588626.0,New World Pictures,1980's
Talk Radio,R,Drama,1988,7.3,Oliver Stone,4000000.0,3468572.0,Cineplex Odeon Films,1980's
Satisfaction,PG-13,Comedy,1988,4.9,Joan Freeman,35633551.262477234,8253123.0,National Broadcasting Company (NBC),1980's
The Bear,PG,Adventure,1988,7.7,Jean-Jacques Annaud,35633551.262477234,31753898.0,Price,1980's
The Milagro Beanfield War,R,Comedy,1988,6.9,Robert Redford,22000000.0,13825794.0,Esparza,1980's
18 Again!,PG,Comedy,1988,5.7,Paul Flaherty,35633551.262477234,2567099.0,New World Entertainment Films,1980's
Vice Versa,PG,Comedy,1988,5.9,Brian Gilbert,35633551.262477234,13664060.0,Columbia Pictures,1980's
Fresh Horses,PG-13,Drama,1988,5.1,David Anspaugh,14000000.0,6640346.0,Weintraub Entertainment Group,1980's
Bat*21,R,Drama,1988,6.5,Peter Markle,35633551.262477234,3966256.0,TriStar Pictures,1980's
Casual Sex?,R,Comedy,1988,5.0,Geneviève Robert,35633551.262477234,12277096.0,Jascat,1980's
Jack's Back,R,Crime,1988,5.9,Rowdy Herrington,1000000.0,78599553.90186103,Cinema Group,1980's
Bird,R,Biography,1988,7.2,Clint Eastwood,9000000.0,2181286.0,The Malpaso Company,1980's
Stealing Home,PG-13,Drama,1988,6.7,Steven Kampmann,35633551.262477234,7467504.0,The Mount Company,1980's
Salaam Bombay!,Not Rated,Crime,1988,8.0,Mira Nair,35633551.262477234,2080758.0,Mirabai Films,1980's
Young Einstein,PG,Comedy,1988,5.2,Yahoo Serious,35633551.262477234,11536599.0,Warner Bros.,1980's
Punchline,R,Comedy,1988,5.9,David Seltzer,15000000.0,21042667.0,Columbia Pictures,1980's
Return to Snowy River,PG,Adventure,1988,6.6,Geoff Burrowes,35633551.262477234,13687027.0,Burrowes Film Group,1980's
Moving,R,Comedy,1988,6.2,Alan Metter,35633551.262477234,10815378.0,Warner Bros.,1980's
And God Created Woman,R,Comedy,1988,4.3,Roger Vadim,35633551.262477234,717376.0,Vestron Pictures,1980's
High Hopes,PG,Comedy,1988,7.4,Mike Leigh,35633551.262477234,1192322.0,Portman Productions,1980's
Little Nikita,PG,Drama,1988,6.0,Richard Benjamin,15000000.0,1733070.0,Columbia Pictures,1980's
Camille Claudel,R,Biography,1988,7.3,Bruno Nuytten,35633551.262477234,3331297.0,Les Films Christian Fechner,1980's
Torch Song Trilogy,R,Comedy,1988,7.7,Paul Bogart,35633551.262477234,4870903.0,New Line Cinema,1980's
Vibes,PG,Adventure,1988,5.7,Ken Kwapis,18000000.0,1883811.0,Imagine Entertainment,1980's
36 fillette,R,Romance,1988,6.0,Catherine Breillat,35633551.262477234,78599553.90186103,CB Films,1980's
D.O.A.,R,Mystery,1988,6.2,Annabel Jankel,35633551.262477234,12706478.0,Bigelow Productions,1980's
Braddock: Missing in Action III,R,Action,1988,4.9,Aaron Norris,35633551.262477234,6193901.0,The Cannon Group,1980's
Red Scorpion,R,Action,1988,5.2,Joseph Zito,16000000.0,4192440.0,Abramoff Production,1980's
Drowning by Numbers,R,Comedy,1988,7.2,Peter Greenaway,35633551.262477234,424773.0,Film Four International,1980's
Watchers,R,Action,1988,5.4,Jon Hess,35633551.262477234,940173.0,Concorde Pictures,1980's
Rocket Gibraltar,PG,Drama,1988,6.6,Daniel Petrie,3000000.0,187349.0,Columbia Pictures,1980's
The Unholy,R,Horror,1988,5.0,Camilo Vila,35633551.262477234,6337299.0,Vestron Pictures,1980's
Not of This Earth,R,Comedy,1988,4.9,Jim Wynorski,210000.0,78599553.90186103,Miracle Pictures,1980's
A New Life,PG-13,Comedy,1988,5.8,Alan Alda,35633551.262477234,7721852.0,Paramount Pictures,1980's
1969,R,Drama,1988,5.8,Ernest Thompson,7000000.0,5979011.0,Atlantic Entertainment Group,1980's
Arthur 2: on the Rocks,PG,Comedy,1988,4.6,Bud Yorkin,35633551.262477234,14681192.0,Warner Bros.,1980's
Messenger of Death,R,Action,1988,5.5,J. Lee Thompson,35633551.262477234,3074681.0,The Cannon Group,1980's
Memories of Me,PG-13,Comedy,1988,5.7,Henry Winkler,12000000.0,3965604.0,Metro-Goldwyn-Mayer (MGM),1980's
Chocolat,PG-13,Drama,1988,7.3,Claire Denis,35633551.262477234,2319801.0,Caroline Productions,1980's
The Couch Trip,R,Comedy,1988,5.8,Michael Ritchie,19000000.0,11005304.0,Orion Pictures,1980's
Without a Clue,PG,Comedy,1988,7.0,Thom Eberhardt,35633551.262477234,8539181.0,Incorporated Television Company (ITC),1980's
Bad Dreams,R,Horror,1988,5.6,Andrew Fleming,4000000.0,9797098.0,No Frills Film Production,1980's
Another Woman,PG,Drama,1988,7.3,Woody Allen,10000000.0,1562749.0,Jack Rollins & Charles H. Joffe Productions,1980's
Paperhouse,PG-13,Drama,1988,6.7,Bernard Rose,35633551.262477234,241278.0,Working Title Films,1980's
Sunset,R,Crime,1988,5.7,Blake Edwards,16000000.0,4594452.0,Cecchi Gori Group Tiger Cinematografica,1980's
Cop,R,Crime,1988,6.4,James B. Harris,3000000.0,1984315.0,Atlantic Entertainment Group,1980's
Pulse,PG-13,Horror,1988,5.4,Paul Golding,6000000.0,40397.0,Aspen Film Society,1980's
Stormy Monday,R,Crime,1988,6.2,Mike Figgis,4000000.0,1791328.0,Atlantic Entertainment Group,1980's
Heart of Midnight,R,Drama,1988,5.4,Matthew Chapman,35633551.262477234,78599553.90186103,Virgin Vision,1980's
Switching Channels,PG,Comedy,1988,5.9,Ted Kotcheff,18000000.0,9129999.0,TriStar Pictures,1980's
Miles from Home,R,Action,1988,5.7,Gary Sinise,35633551.262477234,188964.0,Cinecom Pictures,1980's
Clean and Sober,R,Drama,1988,6.7,Glenn Gordon Caron,35633551.262477234,8674093.0,Imagine Films Entertainment,1980's
Crossing Delancey,PG,Comedy,1988,6.9,Joan Micklin Silver,4000000.0,16262415.0,Warner Bros.,1980's
Things Change,PG,Comedy,1988,7.0,David Mamet,35633551.262477234,3527886.0,Columbia Pictures,1980's
Kansas,R,Crime,1988,5.5,David Stevens,35633551.262477234,2432536.0,Trans World Entertainment (TWE),1980's
Hot to Trot,PG,Comedy,1988,4.4,Michael Dinner,35633551.262477234,6436211.0,Warner Bros.,1980's
Shakedown,R,Action,1988,6.0,James Glickenhaus,6000000.0,10068039.0,Shapiro-Glickenhaus Entertainment,1980's
976-EVIL,R,Comedy,1988,5.1,Robert Englund,35633551.262477234,2955917.0,Cinetel Films,1980's
Pascali's Island,PG-13,Drama,1988,6.8,James Dearden,35633551.262477234,1451857.0,Avenue Pictures,1980's
Everybody's All-American,R,Drama,1988,6.2,Taylor Hackford,22000000.0,12638294.0,New Visions,1980's
Heartbreak Hotel,PG-13,Comedy,1988,5.7,Chris Columbus,13000000.0,5509417.0,Silver Screen Partners III,1980's
The Chocolate War,R,Drama,1988,6.7,Keith Gordon,35633551.262477234,303624.0,Management Company Entertainment Group (MCEG),1980's
It Takes Two,PG-13,Comedy,1988,5.4,David Beaird,35633551.262477234,344375.0,United Artists,1980's
Iron Eagle II,PG,Action,1988,3.8,Sidney J. Furie,35633551.262477234,10497324.0,Carolco Pictures,1980's
Party Line,R,Thriller,1988,4.9,William Webb,35633551.262477234,78599553.90186103,Westwind,1980's
The Kiss,R,Drama,1988,5.4,Pen Densham,6000000.0,1869148.0,TriStar Pictures,1980's
Spellbinder,R,Drama,1988,5.8,Janet Greek,6000000.0,657446.0,Metro-Goldwyn-Mayer (MGM),1980's
Patty Hearst,R,Biography,1988,6.3,Paul Schrader,35633551.262477234,1223326.0,Atlantic Entertainment Group,1980's
A Handful of Dust,PG,Drama,1988,6.6,Charles Sturridge,35633551.262477234,1560700.0,Handful of Dust,1980's
Criminal Law,R,Crime,1988,5.7,Martin Campbell,35633551.262477234,9974446.0,Hemdale,1980's
A Summer Story,PG-13,Drama,1988,7.3,Piers Haggard,35633551.262477234,78599553.90186103,Incorporated Television Company (ITC),1980's
Platoon Leader,R,Drama,1988,5.4,Aaron Norris,35633551.262477234,1348771.0,Cannon International,1980's
The Girl in a Swing,R,Drama,1988,5.4,Gordon Hessler,35633551.262477234,747013.0,Panorama,1980's
Permanent Record,PG-13,Drama,1988,6.4,Marisa Silver,8000000.0,1893139.0,Paramount Pictures,1980's
Hero and the Terror,R,Action,1988,5.3,William Tannen,35633551.262477234,5301200.0,Golan-Globus Productions,1980's
Illegally Yours,PG,Comedy,1988,4.2,Peter Bogdanovich,13000000.0,259019.0,Crescent Moon,1980's
Track 29,R,Drama,1988,5.9,Nicolas Roeg,5000000.0,429028.0,HandMade Films,1980's
"Distant Voices, Still Lives",PG-13,Drama,1988,7.4,Terence Davies,35633551.262477234,771745.0,British Film Institute (BFI),1980's
Ernest Saves Christmas,PG,Comedy,1988,5.6,John R. Cherry III,6000000.0,28202109.0,Touchstone Pictures,1980's
Feds,PG-13,Comedy,1988,5.4,Daniel Goldberg,35633551.262477234,3838793.0,Warner Bros.,1980's
Moon Over Parador,PG-13,Comedy,1988,6.0,Paul Mazursky,20000000.0,11444204.0,Universal Pictures,1980's
Salome's Last Dance,R,Biography,1988,6.5,Ken Russell,35633551.262477234,78599553.90186103,Jolly Russell Productions,1980's
Off Limits,R,Action,1988,6.2,Christopher Crowe,12000000.0,7242035.0,Twentieth Century Fox,1980's
Tapeheads,R,Comedy,1988,5.7,Bill Fishman,3000000.0,343786.0,Front Films,1980's
Apartment Zero,R,Drama,1988,7.0,Martin Donovan,4000000.0,1267578.0,Producers Representative Organization,1980's
The Good Mother,R,Drama,1988,5.7,Leonard Nimoy,14000000.0,4764606.0,Touchstone Pictures,1980's
Indiana Jones and the Last Crusade,PG-13,Action,1989,8.2,Steven Spielberg,48000000.0,474171806.0,Paramount Pictures,1980's
Road House,R,Action,1989,6.6,Rowdy Herrington,17000000.0,30050028.0,Silver Pictures,1980's
Batman,PG-13,Action,1989,7.5,Tim Burton,35000000.0,411508343.0,Warner Bros.,1980's
Bill & Ted's Excellent Adventure,PG,Adventure,1989,7.0,Stephen Herek,10000000.0,40508994.0,De Laurentiis Entertainment Group (DEG),1980's
Field of Dreams,PG,Drama,1989,7.5,Phil Alden Robinson,35633551.262477234,84431625.0,Gordon Company,1980's
Dead Poets Society,PG,Comedy,1989,8.1,Peter Weir,16400000.0,235860116.0,Touchstone Pictures,1980's
The Little Mermaid,G,Animation,1989,7.6,Ron Clements,40000000.0,211343479.0,Walt Disney Pictures,1980's
The Abyss,PG-13,Adventure,1989,7.5,James Cameron,70000000.0,90000098.0,Twentieth Century Fox,1980's
Back to the Future Part II,PG,Adventure,1989,7.8,Robert Zemeckis,40000000.0,332500002.0,Universal Pictures,1980's
Do the Right Thing,R,Comedy,1989,8.0,Spike Lee,6500000.0,37295445.0,40 Acres & A Mule Filmworks,1980's
"Honey, I Shrunk the Kids",PG,Adventure,1989,6.4,Joe Johnston,18000000.0,222724172.0,Walt Disney Pictures,1980's
Turner & Hooch,PG,Comedy,1989,6.2,Roger Spottiswoode,13000000.0,71079915.0,Touchstone Pictures,1980's
Weekend at Bernie's,PG-13,Adventure,1989,6.4,Ted Kotcheff,35633551.262477234,30218387.0,Gladden Entertainment,1980's
The Karate Kid Part III,PG,Action,1989,5.3,John G. Avildsen,35633551.262477234,38956288.0,Columbia Pictures,1980's
"Sex, Lies, and Videotape",R,Drama,1989,7.2,Steven Soderbergh,1200000.0,24741667.0,Outlaw Productions (I),1980's
When Harry Met Sally...,R,Comedy,1989,7.6,Rob Reiner,16000000.0,93232006.0,Castle Rock Entertainment,1980's
Major League,R,Comedy,1989,7.2,David S. Ward,11000000.0,49797148.0,Mirage Enterprises,1980's
Steel Magnolias,PG,Comedy,1989,7.3,Herbert Ross,15000000.0,96759512.0,TriStar Pictures,1980's
Pet Sematary,R,Fantasy,1989,6.6,Mary Lambert,11500000.0,57470138.0,Paramount Pictures,1980's
Uncle Buck,PG,Comedy,1989,7.0,John Hughes,15000000.0,79258538.0,Universal Pictures,1980's
Ghostbusters II,PG,Action,1989,6.6,Ivan Reitman,37000000.0,215394738.0,Columbia Pictures,1980's
Tango & Cash,R,Action,1989,6.4,Andrey Konchalovskiy,55000000.0,63408614.0,Warner Bros.,1980's
Born on the Fourth of July,R,Biography,1989,7.2,Oliver Stone,14000000.0,161001698.0,Ixtlan,1980's
Glory,R,Biography,1989,7.8,Edward Zwick,18000000.0,26979166.0,TriStar Pictures,1980's
Parenthood,PG-13,Comedy,1989,7.0,Ron Howard,20000000.0,126297830.0,Imagine Entertainment,1980's
Lethal Weapon 2,R,Action,1989,7.2,Richard Donner,28000000.0,227853986.0,Warner Bros.,1980's
National Lampoon's Christmas Vacation,PG-13,Comedy,1989,7.6,Jeremiah S. Chechik,27000000.0,73594646.0,Warner Bros.,1980's
