name,rating,genre,year,score,director,budget,gross,company,time
George of the Jungle,PG,Action,1997,5.5,Sam Weisman,55000000.0,174463257.0,Walt Disney Pictures,1990's
Anastasia,G,Animation,1997,7.2,Don Bluth,50000000.0,139804348.0,Twentieth Century Fox,1990's
Fools Rush In,PG-13,Comedy,1997,6.1,Andy Tennant,20000000.0,29481428.0,Columbia Pictures,1990's
Midnight in the Garden of Good and Evil,R,Crime,1997,6.6,Clint Eastwood,35000000.0,25105255.0,Warner Bros.,1990's
Good Burger,PG,Comedy,1997,5.7,Brian Robbins,9000000.0,23712993.0,Paramount Pictures,1990's
Perfect Blue,R,Animation,1997,8.0,Satoshi Kon,35633551.262477234,563130.0,Rex Entertainment,1990's
The Edge,R,Action,1997,6.9,Lee Tamahori,30000000.0,43312294.0,Art Linson Productions,1990's
My Best Friend's Wedding,PG-13,Comedy,1997,6.3,P.J. Hogan,38000000.0,299288605.0,TriStar Pictures,1990's
Anaconda,PG-13,Action,1997,4.8,Luis Llosa,45000000.0,136885767.0,Cinema Line Film Corporation,1990's
Tomorrow Never Dies,PG-13,Action,1997,6.5,Roger Spottiswoode,110000000.0,333011068.0,Eon Productions,1990's
Speed 2: Cruise Control,PG-13,Action,1997,3.9,Jan de Bont,160000000.0,164508066.0,Blue Tulip Productions,1990's
The Saint,PG-13,Action,1997,6.2,Phillip Noyce,68000000.0,118063304.0,Paramount Pictures,1990's
Lost Highway,R,Mystery,1997,7.6,David Lynch,15000000.0,3703548.0,CiBy 2000,1990's
The Full Monty,R,Comedy,1997,7.2,Peter Cattaneo,3500000.0,257938649.0,Redwave Films,1990's
Spawn,PG-13,Action,1997,5.2,Mark A.Z. Dippé,40000000.0,87840042.0,McFarlane Films,1990's
Romy and Michele's High School Reunion,R,Comedy,1997,6.2,David Mirkin,35633551.262477234,29235353.0,Touchstone Pictures,1990's
Seven Years in Tibet,PG-13,Adventure,1997,7.1,Jean-Jacques Annaud,70000000.0,131457682.0,Mandalay Entertainment,1990's
Cop Land,R,Crime,1997,6.9,James Mangold,15000000.0,44862187.0,Miramax,1990's
Gummo,R,Comedy,1997,6.7,Harmony Korine,1300000.0,116799.0,Fine Line Features,1990's
In & Out,PG-13,Comedy,1997,6.4,Frank Oz,35000000.0,63856929.0,Paramount Pictures,1990's
Wilde,R,Biography,1997,6.9,Brian Gilbert,10000000.0,2158775.0,Samuelson Productions,1990's
Chasing Amy,R,Comedy,1997,7.2,Kevin Smith,250000.0,12021272.0,Too Askew Prod. Inc.,1990's
U Turn,R,Crime,1997,6.7,Oliver Stone,19000000.0,6682098.0,Phoenix Pictures,1990's
Conspiracy Theory,R,Action,1997,6.7,Richard Donner,75000000.0,136982834.0,Warner Bros.,1990's
Breakdown,R,Crime,1997,6.9,Jonathan Mostow,36000000.0,50159144.0,Dino De Laurentiis Company,1990's
G.I. Jane,R,Action,1997,6.0,Ridley Scott,50000000.0,48169156.0,Caravan Pictures,1990's
The Jackal,R,Action,1997,6.4,Michael Caton-Jones,60000000.0,159330280.0,Universal Pictures,1990's
Kiss the Girls,R,Crime,1997,6.6,Gary Fleder,27000000.0,60527873.0,Paramount Pictures,1990's
Vegas Vacation,PG,Comedy,1997,6.0,Stephen Kessler,25000000.0,36400360.0,Warner Bros.,1990's
The Devil's Own,R,Action,1997,6.2,Alan J. Pakula,90000000.0,140807547.0,Columbia Pictures,1990's
Amistad,R,Biography,1997,7.3,Steven Spielberg,36000000.0,44229441.0,Dreamworks Pictures,1990's
The Postman,R,Action,1997,6.1,Kevin Costner,80000000.0,17626234.0,Tig Productions,1990's
Mimic,R,Horror,1997,6.0,Guillermo del Toro,30000000.0,25480803.0,Dimension Films,1990's
Fierce Creatures,PG-13,Comedy,1997,6.4,Fred Schepisi,25000000.0,9381260.0,Universal Pictures,1990's
Grosse Pointe Blank,R,Action,1997,7.3,George Armitage,15000000.0,28084357.0,Hollywood Pictures,1990's
Mortal Kombat: Annihilation,PG-13,Action,1997,3.7,John R. Leonetti,30000000.0,51376861.0,New Line Cinema,1990's
Spice World,PG,Comedy,1997,3.5,Bob Spiers,25000000.0,29342592.0,Columbia Pictures,1990's
Selena,PG,Biography,1997,6.8,Gregory Nava,20000000.0,35281794.0,Q Productions,1990's
Happy Together,R,Drama,1997,7.7,Kar-Wai Wong,4200000.0,585773.0,Block 2 Pictures,1990's
The Borrowers,PG,Adventure,1997,5.9,Peter Hewitt,29000000.0,22619589.0,Polygram Filmed Entertainment,1990's
The Peacemaker,R,Action,1997,6.0,Mimi Leder,50000000.0,110463140.0,Dreamworks Pictures,1990's
Volcano,PG-13,Action,1997,5.5,Mick Jackson,90000000.0,122823468.0,Twentieth Century Fox,1990's
Clockwatchers,PG-13,Comedy,1997,6.6,Jill Sprecher,35633551.262477234,537948.0,Goldcrest Films International,1990's
Bliss,R,Drama,1997,6.0,Lance Young,35633551.262477234,294064.0,Triumph Films,1990's
Mousehunt,PG,Comedy,1997,6.5,Gore Verbinski,38000000.0,122417389.0,Dreamworks Pictures,1990's
Inventing the Abbotts,R,Drama,1997,6.4,Pat O'Connor,35633551.262477234,5936344.0,Fox 2000 Pictures,1990's
Open Your Eyes,R,Drama,1997,7.7,Alejandro Amenábar,35633551.262477234,377967.0,Canal+ España,1990's
Beverly Hills Ninja,PG-13,Action,1997,5.6,Dennis Dugan,18000000.0,31480418.0,3 Arts Entertainment,1990's
Murder at 1600,R,Action,1997,6.1,Dwight H. Little,40000000.0,25804707.0,Warner Bros.,1990's
Flubber,PG,Comedy,1997,5.3,Les Mayfield,80000000.0,177977226.0,Walt Disney Pictures,1990's
Orgazmo,NC-17,Comedy,1997,6.1,Trey Parker,1000000.0,602302.0,Kuzui Enterprises,1990's
The Ice Storm,R,Drama,1997,7.4,Ang Lee,18000000.0,8038061.0,Fox Searchlight Pictures,1990's
Soul Food,R,Comedy,1997,7.0,George Tillman Jr.,7500000.0,43700855.0,Fox 2000 Pictures,1990's
Children of Heaven,PG,Drama,1997,8.3,Majid Majidi,180000.0,933933.0,Kanun parvaresh fekri,1990's
Double Team,R,Action,1997,4.8,Hark Tsui,30000000.0,11438337.0,Mandalay Entertainment,1990's
The Relic,R,Horror,1997,5.8,Peter Hyams,40000000.0,33956608.0,British Broadcasting Corporation (BBC),1990's
An American Werewolf in Paris,R,Comedy,1997,5.1,Anthony Waller,25000000.0,26570463.0,Hollywood Pictures,1990's
Bean,PG-13,Adventure,1997,6.5,Mel Smith,18000000.0,251212670.0,Polygram Filmed Entertainment,1990's
Wag the Dog,R,Comedy,1997,7.1,Barry Levinson,15000000.0,64256513.0,Baltimore Pictures,1990's
Taste of Cherry,Not Rated,Drama,1997,7.8,Abbas Kiarostami,35633551.262477234,10923.0,Abbas Kiarostami Productions,1990's
Absolute Power,R,Action,1997,6.7,Clint Eastwood,50000000.0,50068310.0,Castle Rock Entertainment,1990's
Wishmaster,R,Fantasy,1997,5.8,Robert Kurtzman,5000000.0,15738769.0,Image Organization,1990's
Jungle 2 Jungle,PG,Comedy,1997,5.2,John Pasquin,32000000.0,59927618.0,Walt Disney Pictures,1990's
B*A*P*S,PG-13,Comedy,1997,4.7,Robert Townsend,35633551.262477234,7338279.0,New Line Cinema,1990's
Private Parts,R,Biography,1997,6.9,Betty Thomas,28000000.0,41230799.0,Paramount Pictures,1990's
The Boxer,R,Drama,1997,7.0,Jim Sheridan,35633551.262477234,16534578.0,Universal Pictures,1990's
Picture Perfect,PG-13,Comedy,1997,5.5,Glenn Gordon Caron,10000000.0,44332015.0,3 Arts Entertainment,1990's
Money Talks,R,Action,1997,6.2,Brett Ratner,25000000.0,48407611.0,New Line Cinema,1990's
The Sweet Hereafter,R,Drama,1997,7.5,Atom Egoyan,35633551.262477234,3263585.0,Alliance Communications Corporation,1990's
RocketMan,PG,Comedy,1997,5.9,Stuart Gillard,35633551.262477234,15448043.0,Caravan Pictures,1990's
Switchback,R,Crime,1997,6.4,Jeb Stuart,37000000.0,6492660.0,Pacific Western,1990's
Wild America,PG,Action,1997,6.4,William Dear,35633551.262477234,7342923.0,Morgan Creek Entertainment,1990's
Nothing to Lose,R,Action,1997,6.7,Steve Oedekerk,25000000.0,44480039.0,O Entertainment,1990's
Steel,PG-13,Action,1997,2.9,Kenneth Johnson,16000000.0,1710972.0,DC Entertainment,1990's
Eve's Bayou,R,Drama,1997,7.3,Kasi Lemmons,6000000.0,14842388.0,Trimark Pictures,1990's
Kundun,PG-13,Biography,1997,7.0,Martin Scorsese,28000000.0,5684789.0,De Fina-Cappa,1990's
Cure,Not Rated,Crime,1997,7.4,Kiyoshi Kurosawa,35633551.262477234,78599553.90186103,Daiei Studios,1990's
Live Flesh,R,Drama,1997,7.4,Pedro Almodóvar,35633551.262477234,1785901.0,El Deseo,1990's
Fire Down Below,R,Action,1997,5.1,Félix Enríquez Alcalá,60000000.0,16228448.0,Warner Bros.,1990's
Air Bud,PG,Comedy,1997,5.3,Charles Martin Smith,3000000.0,23144499.0,Walt Disney Pictures,1990's
The Opposite of Sex,R,Comedy,1997,6.4,Don Roos,5000000.0,5881367.0,Rysher Entertainment,1990's
For Richer or Poorer,PG-13,Comedy,1997,5.8,Bryan Spicer,35000000.0,32748995.0,Universal Pictures,1990's
The Castle,R,Comedy,1997,7.7,Rob Sitch,35633551.262477234,877862.0,Working Dog,1990's
Turbo: A Power Rangers Movie,PG,Action,1997,3.7,Shuki Levy,8000000.0,9615840.0,Twentieth Century Fox,1990's
Rosewood,R,Action,1997,7.2,John Singleton,25000000.0,13130349.0,Warner Bros.,1990's
Addicted to Love,R,Comedy,1997,6.1,Griffin Dunne,35633551.262477234,34673095.0,Warner Bros.,1990's
Metro,R,Action,1997,5.5,Thomas Carter,55000000.0,32000301.0,Touchstone Pictures,1990's
Red Corner,R,Crime,1997,6.3,Jon Avnet,48000000.0,22459274.0,Metro-Goldwyn-Mayer (MGM),1990's
Affliction,R,Drama,1997,7.0,Paul Schrader,6000000.0,6330054.0,JVC Entertainment Networks,1990's
Love Jones,R,Drama,1997,7.4,Theodore Witcher,10000000.0,12782749.0,Addis Wechsler Pictures,1990's
A Thousand Acres,R,Drama,1997,6.1,Jocelyn Moorhouse,28000000.0,7936780.0,Touchstone Pictures,1990's
Nowhere,R,Comedy,1997,6.5,Gregg Araki,35633551.262477234,194201.0,Blurco,1990's
Hoodlum,R,Crime,1997,6.3,Bill Duke,30000000.0,23499102.0,United Artists,1990's
Excess Baggage,PG-13,Action,1997,5.4,Marco Brambilla,20000000.0,14515490.0,Columbia Pictures,1990's
Fever Pitch,R,Comedy,1997,6.7,David Evans,35633551.262477234,3736.0,Channel Four Films,1990's
The Man Who Knew Too Little,PG,Comedy,1997,6.6,Jon Amiel,20000000.0,13717039.0,Warner Bros.,1990's
The Beautician and the Beast,PG,Comedy,1997,5.5,Ken Kwapis,16000000.0,11486880.0,High School Sweethearts,1990's
Suicide Kings,R,Comedy,1997,6.9,Peter O'Fallon,5000000.0,1740156.0,Live Entertainment,1990's
City of Industry,R,Crime,1997,6.1,John Irvin,8000000.0,1568258.0,Largo Entertainment,1990's
Bent,NC-17,Drama,1997,7.2,Sean Mathias,35633551.262477234,496059.0,Channel Four Films,1990's
One Eight Seven,R,Drama,1997,6.7,Kevin Reynolds,20000000.0,5727130.0,Icon Entertainment International,1990's
Mrs. Brown,PG,Biography,1997,7.2,John Madden,35633551.262477234,9229808.0,BBC Scotland,1990's
Deconstructing Harry,R,Comedy,1997,7.4,Woody Allen,20000000.0,10686841.0,Sweetland Films,1990's
A Life Less Ordinary,R,Comedy,1997,6.4,Danny Boyle,12000000.0,4366722.0,Channel Four Films,1990's
Fireworks,R,Crime,1997,7.8,Takeshi Kitano,35633551.262477234,500000.0,Bandai Visual Company,1990's
Insomnia,Not Rated,Crime,1997,7.3,Erik Skjoldbjærg,35633551.262477234,227569.0,Norsk Film,1990's
Booty Call,R,Comedy,1997,5.4,Jeff Pollack,35633551.262477234,20050376.0,Columbia Pictures,1990's
Nightwatch,R,Drama,1997,6.2,Ole Bornedal,35633551.262477234,1179002.0,Dimension Films,1990's
The Night Flier,R,Fantasy,1997,6.0,Mark Pavia,1000000.0,125397.0,New Amsterdam Entertainment,1990's
Kull the Conqueror,PG-13,Action,1997,4.9,John Nicolella,30000000.0,6112613.0,Universal Pictures,1990's
The Spanish Prisoner,PG,Drama,1997,7.2,David Mamet,10000000.0,9593903.0,Jasmine Productions Inc.,1990's
The Pest,PG-13,Comedy,1997,5.0,Paul Miller,8000000.0,3600616.0,Papazian-Hirsch Entertainment International,1990's
The Wings of the Dove,R,Drama,1997,7.1,Iain Softley,35633551.262477234,13692848.0,Miramax,1990's
Warriors of Virtue,PG,Action,1997,4.7,Ronny Yu,35000000.0,6537036.0,China Film Co-Production Corporation,1990's
Gridlock'd,R,Comedy,1997,6.9,Vondie Curtis-Hall,35633551.262477234,5571205.0,Def Pictures,1990's
FairyTale: A True Story,PG,Drama,1997,6.5,Charles Sturridge,35633551.262477234,14059077.0,Icon Entertainment International,1990's
The Apostle,PG-13,Drama,1997,7.2,Robert Duvall,5000000.0,19868354.0,Butcher's Run Films,1990's
Still Breathing,PG-13,Comedy,1997,6.7,James F. Robinson,35633551.262477234,228455.0,ZapPictures,1990's
Mr. Nice Guy,PG-13,Action,1997,6.2,Sammo Kam-Bo Hung,35633551.262477234,18814720.0,GH Pictures,1990's
That Darn Cat,PG,Action,1997,4.7,Bob Spiers,35633551.262477234,18301610.0,Walt Disney Pictures,1990's
Anna Karenina,PG-13,Drama,1997,6.3,Bernard Rose,35000000.0,858553.0,Icon Entertainment International,1990's
Ulee's Gold,R,Drama,1997,7.0,Victor Nunez,2700000.0,9161691.0,Clinica Estetico,1990's
Prefontaine,PG-13,Biography,1997,6.8,Steve James,8000000.0,589304.0,Hollywood Pictures,1990's
Cats Don't Dance,G,Animation,1997,6.9,Mark Dindal,32000000.0,3566637.0,David Kirschner Productions,1990's
Turbulence,R,Action,1997,4.9,Robert Butler,55000000.0,11538235.0,Rysher Entertainment,1990's
One Night Stand,R,Drama,1997,5.8,Mike Figgis,24000000.0,2642983.0,New Line Cinema,1990's
Paradise Road,R,Drama,1997,6.8,Bruce Beresford,16000000.0,2007100.0,Samson Productions Pty. Ltd.,1990's
Trojan War,PG-13,Comedy,1997,5.7,George Huang,15000000.0,309.0,Daybreak,1990's
Mr. Magoo,PG,Adventure,1997,4.0,Stanley Tong,30000000.0,21437192.0,Walt Disney Pictures,1990's
Fathers' Day,PG-13,Comedy,1997,5.3,Ivan Reitman,85000000.0,28598376.0,Northern Lights Entertainment,1990's
Lawn Dogs,R,Drama,1997,7.5,John Duigan,8000000.0,106404.0,The Rank Organisation,1990's
Two Girls and a Guy,R,Comedy,1997,5.5,James Toback,1000000.0,2057193.0,Fox Searchlight Pictures,1990's
Free Willy 3: The Rescue,PG,Adventure,1997,4.8,Sam Pillsbury,35633551.262477234,3446539.0,Warner Bros. Family Entertainment,1990's
Knockin' on Heaven's Door,Not Rated,Action,1997,7.9,Thomas Jahn,35633551.262477234,5710.0,Buena Vista International Film Production (Germany),1990's
The House of Yes,R,Comedy,1997,6.6,Mark Waters,1500000.0,626057.0,Bandeira Entertainment,1990's
She's So Lovely,R,Drama,1997,5.9,Nick Cassavetes,18000000.0,7281450.0,Miramax,1990's
Twin Town,Unrated,Comedy,1997,6.8,Kevin Allen,3300000.0,127923.0,Agenda,1990's
Leave It to Beaver,PG,Comedy,1997,5.2,Andy Cadiff,15000000.0,10925060.0,Robert Simonds Productions,1990's
A Simple Wish,PG,Comedy,1997,5.4,Michael Ritchie,28000000.0,8345056.0,Universal Pictures,1990's
Going All the Way,R,Comedy,1997,5.7,Mark Pellington,35633551.262477234,113069.0,Lakeshore Entertainment,1990's
Star Kid,PG,Adventure,1997,5.3,Manny Coto,12000000.0,7029025.0,JLT Productions,1990's
Plump Fiction,R,Comedy,1997,2.7,Bob Koherr,35633551.262477234,71145.0,Plump Fiction LLC,1990's
The Last Time I Committed Suicide,R,Biography,1997,5.6,Stephen Kay,4000000.0,46362.0,Bates Entertainment,1990's
Out to Sea,PG-13,Comedy,1997,6.1,Martha Coolidge,33000000.0,30716901.0,Twentieth Century Fox,1990's
Gone Fishin',PG,Comedy,1997,4.8,Christopher Cain,53000000.0,19745922.0,Caravan Pictures,1990's
Gang Related,R,Action,1997,6.5,Jim Kouf,35633551.262477234,5906773.0,Orion Pictures,1990's
Most Wanted,R,Action,1997,5.6,David Hogan,25000000.0,11838218.0,Ivory Way Productions,1990's
8 Heads in a Duffel Bag,R,Adventure,1997,5.4,Tom Schulman,3000000.0,3602884.0,Orion Pictures,1990's
The Sixth Man,PG-13,Comedy,1997,5.7,Randall Miller,11000000.0,14772788.0,All Net Productions,1990's
Firelight,R,Drama,1997,7.2,William Nicholson,35633551.262477234,785482.0,Carnival Film & Television,1990's
Masterminds,PG-13,Action,1997,5.2,Roger Christian,35633551.262477234,1935539.0,Columbia Pictures,1990's
The Real Blonde,R,Comedy,1997,6.0,Tom DiCillo,35633551.262477234,83488.0,Lakeshore Entertainment,1990's
The Assignment,R,Action,1997,6.9,Christian Duguay,35633551.262477234,332597.0,Triumph Films,1990's
Eight Days a Week,R,Comedy,1997,6.2,Michael Davis,35633551.262477234,9090.0,Underdog Productions,1990's
Welcome to Sarajevo,R,Drama,1997,6.8,Michael Winterbottom,9000000.0,334319.0,Miramax,1990's
Swept from the Sea,PG-13,Drama,1997,6.8,Beeban Kidron,35633551.262477234,397020.0,TriStar Pictures,1990's
Playing God,R,Crime,1997,5.6,Andy Wilson,12000000.0,4166918.0,Beacon Communications,1990's
In the Company of Men,R,Comedy,1997,7.2,Neil LaBute,25000.0,2804473.0,Alliance Atlantis Communications,1990's
Hugo Pool,R,Comedy,1997,5.1,Robert Downey Sr.,35633551.262477234,13330.0,BMG Independents,1990's
How to Be a Player,R,Comedy,1997,5.4,Lionel C. Martin,35633551.262477234,14009368.0,Def Pictures,1990's
The Locusts,R,Drama,1997,6.1,John Patrick Kelley,35633551.262477234,40158.0,Motion Picture Corporation of America (MPCA),1990's
Mr. Jealousy,R,Comedy,1997,6.4,Noah Baumbach,35633551.262477234,301796.0,Joel Castleberg Productions,1990's
McHale's Navy,PG,Action,1997,4.6,Bryan Spicer,31190000.0,4529843.0,Sheinberg Productions,1990's
Oscar and Lucinda,R,Drama,1997,6.6,Gillian Armstrong,35633551.262477234,1897404.0,Australian Film Finance Corporation (AFFC),1990's
Smilla's Sense of Snow,R,Crime,1997,6.4,Bille August,35000000.0,2372903.0,Constantin Film,1990's
Trial and Error,PG-13,Comedy,1997,5.8,Jonathan Lynn,35633551.262477234,14598571.0,Larger Than Life Productions,1990's
The MatchMaker,R,Comedy,1997,6.5,Mark Joffe,35633551.262477234,3392080.0,Good Film Company,1990's
The Big Lebowski,R,Comedy,1998,8.1,Joel Coen,15000000.0,46748721.0,Polygram Filmed Entertainment,1990's
Saving Private Ryan,R,Drama,1998,8.6,Steven Spielberg,70000000.0,482349603.0,Dreamworks Pictures,1990's
American History X,R,Drama,1998,8.5,Tony Kaye,20000000.0,23875127.0,New Line Cinema,1990's
"Lock, Stock and Two Smoking Barrels",R,Action,1998,8.2,Guy Ritchie,35633551.262477234,3753929.0,Summit Entertainment,1990's
The Truman Show,PG,Comedy,1998,8.1,Peter Weir,60000000.0,264118201.0,Paramount Pictures,1990's
Armageddon,PG-13,Action,1998,6.7,Michael Bay,140000000.0,553709788.0,Touchstone Pictures,1990's
Rounders,R,Crime,1998,7.3,John Dahl,12000000.0,22912409.0,Miramax,1990's
The Parent Trap,PG,Adventure,1998,6.6,Nancy Meyers,35633551.262477234,92108659.0,Cinema Vehicle Services,1990's
Wild Things,R,Crime,1998,6.5,John McNaughton,20000000.0,30166293.0,Mandalay Entertainment,1990's
Blade,R,Action,1998,7.1,Stephen Norrington,45000000.0,131183530.0,Amen Ra Films,1990's
The Wedding Singer,PG-13,Comedy,1998,6.9,Frank Coraci,18000000.0,123306987.0,Juno Pix,1990's
Meet Joe Black,PG-13,Drama,1998,7.2,Martin Brest,90000000.0,142940100.0,Universal Pictures,1990's
Rush Hour,PG-13,Action,1998,7.0,Brett Ratner,33000000.0,244721064.0,New Line Cinema,1990's
Fear and Loathing in Las Vegas,R,Adventure,1998,7.6,Terry Gilliam,18500000.0,10680275.0,Fear and Loathing LLC,1990's
Deep Impact,PG-13,Action,1998,6.2,Mimi Leder,75000000.0,349464664.0,Paramount Pictures,1990's
There's Something About Mary,R,Comedy,1998,7.1,Bobby Farrelly,23000000.0,369884651.0,Twentieth Century Fox,1990's
The Faculty,R,Horror,1998,6.5,Robert Rodriguez,15000000.0,40283321.0,Dimension Films,1990's
A Bug's Life,G,Animation,1998,7.2,John Lasseter,120000000.0,363258859.0,Pixar Animation Studios,1990's
Out of Sight,R,Comedy,1998,7.0,Steven Soderbergh,48000000.0,77745966.0,Universal Pictures,1990's
Mulan,G,Animation,1998,7.6,Tony Bancroft,90000000.0,304320254.0,Walt Disney Animation Studios,1990's
Practical Magic,PG-13,Comedy,1998,6.3,Griffin Dunne,75000000.0,46733235.0,DiNovi Pictures,1990's
The Thin Red Line,R,Drama,1998,7.6,Terrence Malick,52000000.0,98126565.0,Fox 2000 Pictures,1990's
Pleasantville,PG-13,Comedy,1998,7.5,Gary Ross,60000000.0,49805462.0,New Line Cinema,1990's
You've Got Mail,PG,Comedy,1998,6.7,Nora Ephron,65000000.0,250821495.0,Warner Bros.,1990's
What Dreams May Come,PG-13,Drama,1998,7.0,Vincent Ward,85000000.0,55382927.0,Polygram Filmed Entertainment,1990's
Rushmore,R,Comedy,1998,7.7,Wes Anderson,9000000.0,17196103.0,American Empirical Pictures,1990's
The Mask of Zorro,PG-13,Action,1998,6.8,Martin Campbell,95000000.0,250288523.0,TriStar Pictures,1990's
A Perfect Murder,R,Crime,1998,6.5,Andrew Davis,60000000.0,128038368.0,Warner Bros.,1990's
Dark City,R,Fantasy,1998,7.6,Alex Proyas,27000000.0,27200316.0,Mystery Clock Cinema,1990's
Ever After: A Cinderella Story,PG-13,Comedy,1998,7.0,Andy Tennant,26000000.0,98005666.0,Twentieth Century Fox,1990's
Godzilla,PG-13,Action,1998,5.4,Roland Emmerich,130000000.0,379014294.0,Centropolis Film Productions,1990's
Shakespeare in Love,R,Comedy,1998,7.1,John Madden,25000000.0,289317794.0,Universal Pictures,1990's
Can't Hardly Wait,PG-13,Comedy,1998,6.5,Harry Elfont,10000000.0,25605015.0,Columbia Pictures,1990's
Small Soldiers,PG-13,Action,1998,6.2,Joe Dante,40000000.0,54682547.0,Universal Pictures,1990's
Snake Eyes,R,Crime,1998,6.0,Brian De Palma,73000000.0,103891409.0,Paramount Pictures,1990's
The Prince of Egypt,PG,Animation,1998,7.1,Brenda Chapman,70000000.0,218613188.0,DreamWorks Animation,1990's
Stepmom,PG-13,Comedy,1998,6.8,Chris Columbus,50000000.0,159710793.0,TriStar Pictures,1990's
The Waterboy,PG-13,Comedy,1998,6.1,Frank Coraci,23000000.0,185991646.0,Robert Simonds Productions,1990's
Blast from the Past,PG-13,Comedy,1998,6.6,Hugh Wilson,35000000.0,40263020.0,Forge,1990's
Star Trek: Insurrection,PG,Action,1998,6.4,Jonathan Frakes,58000000.0,112587658.0,Paramount Pictures,1990's
The Man in the Iron Mask,PG-13,Action,1998,6.5,Randall Wallace,35000000.0,182968902.0,United Artists,1990's
